
  Group   Upper      Critical   Inf.Med.   Critical   Inf.Med.  
   No    Energy(eV)   Flux       Flux      Adj.Flux   Adj.Flux  

           2        0.00000E+00    1.91886E-01    6.12299E-05    2.25546E-05    4.97248E-05    2.40150E-06   -2.41047E-07    6.00051E-09   -3.82567E-12   -3.88392E-13   -1.32076E-13   -1.04054E-13   -3.48796E-14   -1.32442E-14   -2.98995E-15
-1.66690E-15   -1.11589E-15   -1.37240E-16   -2.82343E-17   -3.37740E-16   -1.14367E-16    0.00000E+00    0.00000E+00    0.00000E+00
           3        0.00000E+00    0.00000E+00    2.07684E-01   -1.22258E-03   -8.09779E-05   -7.95701E-07   -3.63032E-08    1.16238E-09    3.32319E-11    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           4        0.00000E+00    0.00000E+00    0.00000E+00    1.57677E-01   -5.80234E-04    1.65032E-10    2.20804E-12   -6.41837E-12    1.21427E-13    4.14115E-16    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           5        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    7.49450E-02    1.65332E-04   -1.63125E-10   -8.40222E-12   -1.28087E-12    4.36597E-14    2.15473E-15    1.19632E-15    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           6        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    2.69672E-02   -2.45379E-04   -1.97459E-09    3.60879E-10    1.32451E-12   -4.02638E-12   -1.84939E-11    3.43645E-12   -9.00345E-14    6.67603E-14
 1.80271E-15    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           7        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    7.16849E-03   -2.51393E-05    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           8        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -1.78601E-05   -1.40048E-04    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           9        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    1.94075E-04   -9.84477E-05    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          10        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    5.43496E-04   -4.10268E-04    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          11        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    8.60790E-04   -4.00348E-04    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          12        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    1.20907E-05   -1.17233E-04    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          13        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    6.81397E-05    1.19234E-05    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          14        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    3.40906E-04   -1.56218E-04
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          15        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    1.78689E-03
-1.64854E-03    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          16        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -2.69091E-04
 9.92233E-04   -6.89300E-04    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          17        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
-4.50512E-04    1.38815E-03   -9.51004E-04    4.69173E-05    1.08347E-08    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          18        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00   -2.17141E-03    5.11462E-03   -3.80913E-03    9.00005E-04    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          19        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    1.67971E-08   -2.86593E-03    8.49206E-03   -5.59347E-03    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          20        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    5.10031E-14    8.96681E-07   -7.61810E-04    2.22938E-03   -1.43545E-03    0.00000E+00    0.00000E+00    0.00000E+00
          21        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -7.07995E-04    2.07657E-03   -1.33469E-03    0.00000E+00    0.00000E+00
          22        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -6.85520E-04    2.46996E-03   -1.74334E-03    0.00000E+00
          23        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -2.76199E-03    3.00686E-03   -1.11148E-04
          24        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    5.07893E-17   -2.53913E-02    2.53216E-02


    P3 Scattering Matrix
-----------------------------------------------------------------------------------------------
    To:                1              2              3              4              5              6              7              8              9             10             11             12             13             14             15
             16             17             18             19             20             21             22             23             24
    From:  1        2.57629E-01   -1.36788E-03    8.19831E-06   -6.96738E-07   -6.31635E-10    4.84733E-11    2.73553E-10   -6.92357E-12    8.72137E-27    8.82160E-28    3.00035E-28    2.36377E-28    7.93919E-29    3.05621E-29    6.04883E-30
 1.24480E-30    1.29698E-32    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           2        0.00000E+00    1.19571E-01   -1.46515E-03    6.60441E-06    9.21402E-06    4.92666E-07   -3.26462E-08   -3.57173E-09    1.53790E-27    1.55582E-28    5.29162E-29    4.16891E-29    1.40008E-29    5.38553E-30    1.08374E-30
 1.84294E-31    5.95229E-32    2.35254E-33    4.83985E-34    5.78945E-33    1.96045E-33    0.00000E+00    0.00000E+00    0.00000E+00
           3        0.00000E+00    0.00000E+00    4.91744E-02   -3.88616E-03   -1.81243E-05   -1.26306E-06   -2.56094E-08    1.10422E-08   -3.33624E-11    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           4        0.00000E+00    0.00000E+00    0.00000E+00    1.48585E-02   -1.44359E-03    2.10357E-11   -4.74515E-12   -7.56390E-13    1.41914E-14   -5.53909E-16    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           5        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    2.36169E-03   -6.89797E-05    1.88952E-10    2.74829E-11    3.80440E-12   -3.01740E-14   -2.77196E-16   -1.25257E-15    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           6        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    7.61250E-05   -8.27778E-05   -3.47135E-09   -1.93846E-10    2.31534E-12   -8.93700E-12   -1.29723E-12   -1.42349E-13    3.17323E-13   -3.02033E-15
-2.25911E-15    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           7        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -7.61244E-04   -4.42248E-05    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           8        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -6.75560E-04    6.89860E-05    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           9        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    5.56955E-05   -3.75605E-06    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          10        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    2.77995E-05    5.17158E-05    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          11        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -2.04595E-04    9.29027E-05    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          12        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    3.39424E-06   -1.78082E-05    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          13        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    1.00248E-04   -1.41902E-04    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          14        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -5.34798E-05    1.19464E-05
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          15        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    2.42348E-04
-1.03381E-04    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          16        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -3.18371E-04
 7.57708E-04   -4.13017E-04    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          17        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
-3.96870E-04    9.31854E-04   -4.81595E-04   -2.85407E-05   -8.90667E-09    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          18        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00   -1.53306E-03    2.97732E-03   -1.05231E-03   -3.68710E-04    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          19        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00   -5.45257E-09   -1.86723E-03    3.68212E-03   -1.79098E-03    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          20        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00   -2.34980E-14   -2.32346E-07   -4.87625E-04    1.22293E-03   -7.12085E-04    0.00000E+00    0.00000E+00    0.00000E+00
          21        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -4.05840E-04    1.08420E-03   -6.56422E-04    0.00000E+00    0.00000E+00
          22        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -3.64181E-04    1.22959E-03   -8.44424E-04    0.00000E+00
          23        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -1.33186E-03    1.41436E-03   -5.37652E-05
          24        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00   -2.84156E-17   -1.28049E-02    1.40003E-02


    P4 Scattering Matrix
-----------------------------------------------------------------------------------------------
    To:                1              2              3              4              5              6              7              8              9             10             11             12             13             14             15
             16             17             18             19             20             21             22             23             24
    From:  1        2.87327E-01    3.43566E-03    1.06937E-03    8.97585E-04    3.15029E-04    1.48864E-05    7.92588E-08    4.81223E-09    1.62836E-10    1.64708E-11    5.60195E-12    4.41341E-12    1.48236E-12    5.70672E-13    1.12942E-13
 2.10917E-14    2.37498E-16    1.09172E-18    7.84554E-19    2.55855E-18    2.38798E-18    1.29633E-18    3.91954E-19    1.66005E-20
           2        0.00000E+00    1.27720E-01    2.37932E-04    1.79154E-04    7.34296E-05    4.11272E-06    3.95378E-08    2.51471E-09    5.76338E-11    5.83194E-12    1.98351E-12    1.56267E-12    5.24737E-13    2.01442E-13    3.98406E-14
 6.20282E-15    2.51642E-15    2.25071E-16    4.63035E-17    5.53885E-16    1.87559E-16    0.00000E+00    0.00000E+00    0.00000E+00
           3        0.00000E+00    0.00000E+00    2.41133E-02   -1.57700E-04    2.42428E-06   -1.70066E-06    4.06363E-08    8.61324E-10    2.77440E-11    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           4        0.00000E+00    0.00000E+00    0.00000E+00    4.57096E-03   -1.92297E-05    2.63033E-10   -8.83492E-12    2.42575E-12   -8.99201E-14    6.69447E-16    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           5        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    8.14659E-04    7.72627E-05   -4.77328E-10   -5.41350E-11    1.15096E-12    1.89980E-14   -1.75338E-15    1.04666E-15    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           6        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    9.91805E-04   -7.90100E-05    2.86605E-09   -3.37626E-10   -8.65050E-12    6.51937E-12    4.37837E-12   -1.20517E-12    6.45677E-14   -4.95613E-14
 2.48799E-15    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           7        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    1.07843E-03    4.53816E-05    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           8        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    9.95632E-04   -5.06858E-05    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           9        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    3.21134E-04    2.09356E-05    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          10        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    2.69193E-04    5.91861E-05    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          11        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    2.60760E-04   -6.15723E-05    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          12        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    4.71117E-04    2.97541E-05    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          13        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    3.51911E-04    9.65713E-05    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          14        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    3.75026E-04    4.25742E-05
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          15        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    3.94556E-04
-1.28111E-06    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          16        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          17        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          18        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          19        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          20        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          21        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          22        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
