
  Group   Upper      Critical   Inf.Med.   Critical   Inf.Med.  
   No    Energy(eV)   Flux       Flux      Adj.Flux   Adj.Flux  

      6        5.26949E-01    5.11119E-01    1.71180E-02    1.71180E-02    8.08940E-03    1.03456E-13    3.32809E-03    2.37516E+00
      7        5.71193E-01    5.60072E-01    3.25347E-02    3.25347E-02    1.86020E-02    2.37594E-13    7.64310E-03    1.11001E+00
      8        5.85317E-01    5.59189E-01    5.81280E-02    5.81280E-02    4.31295E-02    5.50875E-13    1.77211E-02    1.17465E+00
      9        5.81385E-01    5.30279E-01    8.73829E-02    8.73829E-02    6.58235E-02    8.40664E-13    2.70436E-02    6.20189E-01
     10        6.20203E-01    5.46987E-01    1.22754E-01    1.22754E-01    1.17331E-01    1.49774E-12    4.81811E-02    2.56190E-01
     11        1.02599E+00    7.59849E-01    2.59228E-01    2.59228E-01    1.38987E-01    1.77379E-12    5.70612E-02    1.58677E-01
     12        6.61475E-01    5.41026E-01    1.97394E-01    1.97394E-01    1.03652E-01    1.32262E-12    4.25477E-02    2.81191E-01
     13        4.96416E-01    4.71996E-01    1.24953E-01    1.24953E-01    1.36819E-01    1.74557E-12    5.61535E-02    2.83604E-01
     14        7.01493E-01    5.65215E-01    2.66724E-01    2.66724E-01    1.28775E-01    1.64283E-12    5.28483E-02    3.18954E-01
     15        5.07463E-01    4.72443E-01    1.07211E-01    1.07211E-01    5.54854E-02    7.07853E-13    2.27715E-02    2.80466E-01
     16        4.47917E-01    4.38443E-01    3.87591E-02    3.87591E-02    3.91082E-02    4.98915E-13    1.60497E-02    1.90750E-01
     17        4.52788E-01    4.44044E-01    3.86935E-02    3.86936E-02    5.16602E-02    6.59044E-13    2.12009E-02    2.16447E-01
     18        5.59154E-01    5.47947E-01    1.42665E-01    1.42665E-01    2.42494E-01    3.09356E-12    9.95173E-02    6.17343E-02
     19        5.42083E-01    5.32992E-01    1.25248E-01    1.25248E-01    2.33275E-01    2.97595E-12    9.57339E-02    5.03598E-02
     20        5.13643E-01    5.05019E-01    9.52144E-02    9.52144E-02    1.76208E-01    2.24794E-12    7.23144E-02    2.28444E-01
     21        6.27583E-01    6.09841E-01    2.06630E-01    2.06630E-01    3.84502E-01    4.90520E-12    1.57796E-01    3.77175E-01
     22        8.03655E-01    7.87163E-01    3.79872E-01    3.79872E-01    7.13867E-01    9.10701E-12    2.92965E-01    6.39090E-01
     23        1.27439E+00    1.21174E+00    8.45109E-01    8.45109E-01    1.61718E+00    2.06308E-11    6.63677E-01    3.43845E-01
     24        4.53188E+00    4.35145E+00    4.00573E+00    4.00573E+00    7.58347E+00    9.67446E-11    3.11219E+00    7.24949E-04


    Group     Inv. Velocity  Absorption     Total-Scatter  Xe-135                                                                          Sm-149         Xe-135         Sm-149
                             (less Xe/Sm)   (less Xe/Sm)   Micro. Absorp. Micro. AbsorpAtom Density                                                                                            Atom Density
-------------------------------------------------------------------------------------------------------------------
      1        3.04618E-10    2.02764E-02    1.60402E-02    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
      2        4.98256E-10    1.31892E-02    1.31892E-02    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
      3        7.72620E-10    4.77071E-03    4.77072E-03    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
      4        1.09951E-09    4.34993E-03    4.34992E-03    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
      5        2.05741E-09    6.15630E-03    6.15629E-03    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
      6        6.27924E-09    1.71180E-02    1.71180E-02    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
      7        1.67265E-08    3.25347E-02    3.25347E-02    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
      8        3.58899E-08    5.81280E-02    5.81280E-02    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
      9        6.74255E-08    8.73829E-02    8.73829E-02    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     10        9.48352E-08    1.22754E-01    1.22754E-01    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     11        1.12714E-07    2.59228E-01    2.59228E-01    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     12        1.39757E-07    1.97394E-01    1.97394E-01    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     13        1.86027E-07    1.24953E-01    1.24953E-01    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     14        2.53178E-07    2.66724E-01    2.66724E-01    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     15        3.67465E-07    1.07211E-01    1.07211E-01    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     16        4.70176E-07    3.87591E-02    3.87591E-02    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     17        5.79336E-07    3.86935E-02    3.86936E-02    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     18        6.67548E-07    1.42665E-01    1.42665E-01    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     19        7.10943E-07    1.25248E-01    1.25248E-01    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     20        8.27538E-07    9.52144E-02    9.52144E-02    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     21        1.16243E-06    2.06630E-01    2.06630E-01    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     22        2.13284E-06    3.79872E-01    3.79872E-01    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     23        4.25405E-06    8.45109E-01    8.45109E-01    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
     24        1.84853E-05    4.00573E+00    4.00573E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00


    P0 Scattering Matrix
-----------------------------------------------------------------------------------------------
    To:                1              2              3              4              5              6              7              8              9             10             11             12             13             14             15
             16             17             18             19             20             21             22             23             24
    From:  1        1.54830E-01    3.20616E-02    1.47553E-02    1.91142E-02    8.57535E-03    5.74450E-04    1.01709E-05    1.04373E-06    3.53777E-08    3.57806E-09    1.21692E-09    9.58713E-10    3.22007E-10    1.23973E-10    2.51010E-11
 5.25512E-12    2.58067E-12    3.20058E-13    1.19611E-13    6.73069E-13    2.31992E-13    0.00000E+00    0.00000E+00    0.00000E+00
           2        0.00000E+00    1.98282E-01    2.96205E-02    2.44736E-02    1.03424E-02    5.78798E-04    9.93296E-06    1.15540E-06    3.94680E-08    3.99216E-09    1.35779E-09    1.06971E-09    3.59294E-10    1.38337E-10    2.80768E-11
 6.00273E-12    2.95366E-12    4.96755E-13    2.90069E-13    7.90356E-13    3.09014E-13    0.00000E+00    0.00000E+00    0.00000E+00
           3        0.00000E+00    0.00000E+00    2.92968E-01    4.32476E-02    8.90865E-03    8.54190E-04    6.05174E-06    2.20285E-07    4.87504E-09    4.93614E-10    1.67893E-10    1.32272E-10    4.44274E-11    1.71056E-11    3.47174E-12
 7.42249E-13    3.65226E-13    3.97858E-14    8.18509E-15    9.77324E-14    3.31548E-14    0.00000E+00    0.00000E+00    0.00000E+00
           4        0.00000E+00    0.00000E+00    0.00000E+00    4.10071E-01    3.34685E-02    1.85559E-05    2.47281E-07    1.90188E-08    2.15323E-10    2.17798E-11    7.40763E-12    5.83597E-12    1.96018E-12    7.54716E-13    1.53032E-13
 3.27488E-14    1.55574E-14    1.17843E-15    2.42438E-16    2.85231E-15    9.82028E-16    0.00000E+00    0.00000E+00    0.00000E+00
           5        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    4.40340E-01    1.35864E-02    8.78553E-07    4.41092E-08    7.80769E-10    3.61904E-12    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           6        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    5.00699E-01    9.13032E-03    1.66947E-06    5.45214E-08    5.14273E-09    7.35947E-10    2.18004E-11    4.66968E-12    1.08582E-13    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           7        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    5.21054E-01    1.76051E-02    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           8        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    5.13003E-01    1.41855E-02    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           9        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    4.67992E-01    2.60101E-02    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          10        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    4.37443E-01    6.00062E-02    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          11        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    7.03617E-01    6.31463E-02    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          12        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    4.32205E-01    3.18748E-02    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          13        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    3.28724E-01    4.27391E-02    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          14        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    4.06456E-01    2.83126E-02
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          15        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    3.59347E-01
 4.08932E-02    1.20530E-05    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          16        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    1.03453E-03
 3.45745E-01    6.23620E-02    1.55734E-05    1.92146E-09    1.34147E-11    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          17        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 1.49603E-03    3.56081E-01    4.27330E-02    1.07566E-02    3.02777E-03    1.54157E-10    0.00000E+00    0.00000E+00    0.00000E+00
          18        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    8.98531E-03    2.70813E-01    8.68261E-02    4.98595E-02    5.26857E-06    0.00000E+00    0.00000E+00    0.00000E+00
          19        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    4.84122E-06    1.21371E-02    2.52654E-01    1.51836E-01    2.02516E-04    0.00000E+00    0.00000E+00    0.00000E+00
          20        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    8.75986E-10    8.93885E-06    3.15875E-03    3.62232E-01    5.30295E-02    3.02136E-09    0.00000E+00    0.00000E+00
          21        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    4.55986E-12    3.21929E-03    3.89100E-01    2.86334E-02    2.73750E-10    0.00000E+00
          22        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    4.44843E-03    3.95127E-01    2.42080E-02    2.16066E-08
          23        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    9.67131E-11    3.07935E-02    3.97453E-01    1.03480E-03
          24        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    2.14839E-05    2.89891E-01    2.36234E-01


    P1 Scattering Matrix
-----------------------------------------------------------------------------------------------
    To:                1              2              3              4              5              6              7              8              9             10             11             12             13             14             15
             16             17             18             19             20             21             22             23             24
    From:  1        3.20801E-01   -1.10440E-03    6.33639E-04    6.43524E-04    5.59534E-04    8.09602E-05    4.23901E-06    6.11277E-07    2.07279E-08    2.09642E-09    7.13007E-10    5.61721E-10    1.88666E-10    7.26304E-11    1.47053E-11
 3.08851E-12    1.51785E-12    1.90211E-13    7.16089E-14    3.98110E-13    1.37616E-13    0.00000E+00    0.00000E+00    0.00000E+00
           2        0.00000E+00    2.60244E-01   -1.21675E-02    4.98135E-04    2.49358E-04    4.87690E-05    2.57156E-06    4.63857E-07    1.58932E-08    1.60758E-09    5.46762E-10    4.30757E-10    1.44683E-10    5.57062E-11    1.13061E-11
 2.41721E-12    1.18940E-12    2.01009E-13    1.16361E-13    3.18683E-13    1.22020E-13    0.00000E+00    0.00000E+00    0.00000E+00
           3        0.00000E+00    0.00000E+00    2.14366E-01   -1.74347E-02    2.07794E-04    2.63950E-05    8.80259E-07   -4.19705E-08    1.26248E-09    1.27902E-10    4.35047E-11    3.42744E-11    1.15121E-11    4.43243E-12    8.99603E-13
 1.92333E-13    9.46378E-14    1.03066E-14    2.12037E-15    2.53371E-14    8.58884E-15    0.00000E+00    0.00000E+00    0.00000E+00
           4        0.00000E+00    0.00000E+00    0.00000E+00    2.93450E-01   -3.13051E-02    5.04882E-07    2.43468E-08    9.98900E-10    2.35436E-11    2.38142E-12    8.09956E-13    6.38109E-13    2.14328E-13    8.25213E-14    1.67334E-14
 3.58078E-15    1.70393E-15    1.30558E-16    2.68596E-17    3.15207E-16    1.08798E-16    0.00000E+00    0.00000E+00    0.00000E+00
           5        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    1.13756E-01   -1.01478E-02    2.00225E-08    4.50872E-09   -4.25129E-10   -7.37946E-12    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           6        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    5.40480E-02   -8.16800E-03    1.05342E-06    3.02112E-08    1.29407E-11   -1.14216E-09   -1.60738E-11   -1.42533E-12   -2.20956E-13    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           7        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    4.85143E-02   -1.73933E-02    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           8        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    3.78572E-02   -1.41302E-02    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
           9        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    4.81050E-02   -2.37967E-02    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          10        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    8.31843E-02   -5.53179E-02    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          11        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    1.18781E-01   -6.69467E-02    0.00000E+00    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          12        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    8.94946E-02   -3.54313E-02    0.00000E+00    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          13        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    6.65921E-02   -4.12236E-02    0.00000E+00
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          14        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    5.16981E-02   -2.13188E-02
 0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          15        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    6.25334E-02
-3.78685E-02   -3.14674E-05    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
          16        0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    2.23650E-04
